	type	p	R0	infectious period
63	FFNN-SS (trained on small trees)		4.4729543	6.42145760948231
63	real-subtrees	0.562108207434283	4.13216514162883	6.212005918964441
63	FFNN-SS		4.578108	6.51735999358539
63	real	0.562108207434283	4.13216514162883	6.212005918964441
63	CNN-CBLV (subtree-based prediction)		4.308614069620768	6.21340592543284
63	CNN-CBLV		4.57602	6.55635149285921
64	CNN-CBLV (subtree-based prediction)		3.5939784135137285	4.203859321773051
64	real	0.030128264459099	3.9216077969367498	4.760450825988941
64	real-subtrees	0.030128264459099	3.9216077969367498	4.760450825988941
64	CNN-CBLV		3.8358412000000004	4.4513898496046505
64	FFNN-SS (trained on small trees)		3.893387	4.56599378996184
64	FFNN-SS (subtree-based prediction)		3.852449956749167	4.550803241985185
64	FFNN-SS		3.9040421999999997	4.5098832288147
65	FFNN-SS (subtree-based prediction)		2.949462918114503	8.109000111894968
65	real	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN-SS (trained on small trees)		2.6710577	7.413976092349941
65	CNN-CBLV (subtree-based prediction)		3.0565455594242548	8.297409451985835
65	real-subtrees	0.85702793812619	3.13974607941654	8.17948037341495
65	FFNN-SS		2.7847543	7.67007892217443
65	CNN-CBLV		2.8153758	7.6318812611655
66	CNN-CBLV		4.5941105	4.13277957372482
66	CNN-CBLV (subtree-based prediction)		4.442026830590841	3.9935953276497984
66	real-subtrees	0.309802141027658	4.74567564087288	4.3458423265811605
66	FFNN-SS (trained on small trees)		4.6820364	4.085539479112439
66	FFNN-SS (subtree-based prediction)		4.496805276585576	3.947287096929709
66	real	0.309802141027658	4.74567564087288	4.3458423265811605
66	FFNN-SS		4.638856400000001	4.08384623944428
67	CNN-CBLV		3.360203	9.553280302926359
67	real	0.712991955189732	3.19571560025222	9.49929316096915
67	FFNN-SS (trained on small trees)		3.1851742	9.302052188321461
67	FFNN-SS (subtree-based prediction)		3.4587866134289404	10.059113530328485
67	CNN-CBLV (subtree-based prediction)		3.5501225892681654	10.16094497660427
67	FFNN-SS		3.223919	9.43910654507801
67	real-subtrees	0.712991955189732	3.19571560025222	9.49929316096915
68	FFNN-SS (trained on small trees)		3.106541	2.87671033433622
68	real	0.7632114424545251	3.19950935981341	3.0905914032177297
68	CNN-CBLV		3.1804912	2.9140831815427704
68	CNN-CBLV (subtree-based prediction)		3.3283198534674914	2.904116678647217
68	FFNN-SS (subtree-based prediction)		3.415388860416003	2.966766428026519
68	real-subtrees	0.7632114424545251	3.19950935981341	3.0905914032177297
68	FFNN-SS		3.197186	2.9076663956734596
69	real-subtrees	0.694965717453596	4.48141696410608	1.73987824970582
69	real	0.694965717453596	4.48141696410608	1.73987824970582
69	CNN-CBLV (subtree-based prediction)		4.0981180438791736	1.6104666881289769
69	FFNN-SS		4.4636629999999995	1.79316436796426
69	FFNN-SS (trained on small trees)		4.402768	1.79514464574378
69	CNN-CBLV		4.5352697	1.8122366934465801
69	FFNN-SS (subtree-based prediction)		4.140353497237073	1.634178543005974
70	real	0.275882597569828	2.91255517219599	2.92028798115583
70	FFNN-SS		2.8875832999999997	2.7600164280872703
70	FFNN-SS (trained on small trees)		2.839867	2.7094756693391098
70	CNN-CBLV		2.9005197999999996	2.80216173936796
70	real-subtrees	0.275882597569828	2.91255517219599	2.92028798115583
70	FFNN-SS (subtree-based prediction)		3.0591704451193023	2.846262814491753
70	CNN-CBLV (subtree-based prediction)		3.0580660649171967	2.8876521033564893
71	real	0.476528933108181	4.694012890604331	5.65258160881333
71	CNN-CBLV		4.2627344	5.08838838429525
71	FFNN-SS (subtree-based prediction)		4.187422075271607	4.949132399559022
71	CNN-CBLV (subtree-based prediction)		4.141229906082153	4.935504951477051
71	FFNN-SS (trained on small trees)		4.227847	5.0187760597002695
71	FFNN-SS		4.293891	5.087973567493231
71	real-subtrees	0.476528933108181	4.694012890604331	5.65258160881333
72	real	0.579081092450435	4.378071893501439	5.259625095776871
72	CNN-CBLV (subtree-based prediction)		4.1328045797872015	5.113313578511333
72	FFNN-SS		4.535749	5.51270016477182
72	FFNN-SS (trained on small trees)		4.3741655	5.320755470213
72	CNN-CBLV		4.6023335	5.60745303380165
72	FFNN-SS (subtree-based prediction)		4.156335726413098	5.086846164032654
72	real-subtrees	0.579081092450435	4.378071893501439	5.259625095776871
73	FFNN-SS (trained on small trees)		1.5293758999999998	9.664211718953108
73	FFNN-SS		1.5266986	9.716604055460609
73	CNN-CBLV (subtree-based prediction)		1.7359323884896527	10.387309361117444
73	real-subtrees	0.8522423453571061	1.58659566235451	9.94489233557182
73	real	0.8522423453571061	1.58659566235451	9.94489233557182
73	FFNN-SS (subtree-based prediction)		1.5303271594921497	9.617729814106244
73	CNN-CBLV		1.6047113000000002	9.90975517965601
74	FFNN-SS		2.603735	3.33243555923934
74	CNN-CBLV		2.6604638	3.34753134925102
74	FFNN-SS (subtree-based prediction)		2.636218912899494	3.354653875033061
74	real	0.8361328835264841	2.91709464714117	3.61120243747262
74	real-subtrees	0.8361328835264841	2.91709464714117	3.61120243747262
74	FFNN-SS (trained on small trees)		2.6041972999999996	3.23047567486884
74	CNN-CBLV (subtree-based prediction)		2.6323869079351425	3.3614277541637425
75	real	0.6298635048645059	4.450936434885549	4.91919818680226
75	real-subtrees	0.6298635048645059	4.450936434885549	4.91919818680226
75	CNN-CBLV		4.228242400000001	4.5625365634718005
75	FFNN-SS		4.4784284	4.727869870884691
75	FFNN-SS (subtree-based prediction)		4.176834178980065	4.4506954831421055
75	FFNN-SS (trained on small trees)		4.3361339999999995	4.588816866068719
75	CNN-CBLV (subtree-based prediction)		4.1322503556650165	4.444526750574667
76	CNN-CBLV (subtree-based prediction)		3.860385417938232	3.747914552688599
76	real	0.8528793034986479	3.476948874424	3.77944436325511
76	FFNN-SS (subtree-based prediction)		3.9291720390319824	3.8368754386901855
76	CNN-CBLV		3.1517591	3.35774532211039
76	FFNN-SS		3.2559457000000003	3.41157549836375
76	real-subtrees	0.8528793034986479	3.476948874424	3.77944436325511
76	FFNN-SS (trained on small trees)		2.996229	3.26799222518398
77	CNN-CBLV		2.059341	5.0005794637052
77	FFNN-SS (trained on small trees)		2.0159507	4.87256991465353
77	FFNN-SS (subtree-based prediction)		2.022617338443625	4.918422432603507
77	real	0.941700082344554	2.2516489107302298	5.11683654270122
77	CNN-CBLV (subtree-based prediction)		2.014052356522659	5.002771982653388
77	real-subtrees	0.941700082344554	2.2516489107302298	5.11683654270122
77	FFNN-SS		2.0638266	4.996907160460981
78	FFNN-SS		3.136454	2.02504224004826
78	FFNN-SS (subtree-based prediction)		3.160349714314496	2.0459031060889914
78	FFNN-SS (trained on small trees)		3.0892277000000004	2.01119564724012
78	real-subtrees	0.23690434442831695	3.3273806738828497	2.1431600191352
78	real	0.23690434442831695	3.3273806738828497	2.1431600191352
78	CNN-CBLV		3.1216342	1.99574534991027
78	CNN-CBLV (subtree-based prediction)		3.083591179494505	2.0370248931425587
79	FFNN-SS (trained on small trees)		2.8757007000000003	6.63843008647151
79	FFNN-SS (subtree-based prediction)		3.012228251526796	6.872589895141994
79	real	0.26888706916215804	3.09705287576118	7.543759418747832
79	FFNN-SS		2.9017372000000003	6.715412154562191
79	CNN-CBLV		2.6533434	6.4015762409730605
79	real-subtrees	0.26888706916215804	3.09705287576118	7.543759418747832
79	CNN-CBLV (subtree-based prediction)		2.8380784978170768	6.669260012745347
80	FFNN-SS (subtree-based prediction)		3.807437004314529	2.271202294362916
80	real	0.912168485221894	3.3814857302646697	2.15381699815619
80	real-subtrees	0.912168485221894	3.3814857302646697	2.15381699815619
80	FFNN-SS		3.78511	2.30451122128916
80	CNN-CBLV		3.9111843	2.3670929574914803
80	FFNN-SS (trained on small trees)		3.6859144999999995	2.2486510227095295
80	CNN-CBLV (subtree-based prediction)		3.8298107832670216	2.283629497720136
81	CNN-CBLV (subtree-based prediction)		3.9664367720887466	6.212350850491911
81	real-subtrees	0.84349702263414	4.35408550119731	7.12293468057837
81	FFNN-SS (subtree-based prediction)		3.7979480633864533	6.078502022253502
81	real	0.84349702263414	4.35408550119731	7.12293468057837
81	CNN-CBLV		4.087528	6.396741399418321
81	FFNN-SS (trained on small trees)		3.7913535000000005	6.11179871035241
81	FFNN-SS		3.86069	6.26331949973706
82	real-subtrees	0.850029671715758	1.30180494069204	1.08078745729075
82	real	0.850029671715758	1.30180494069204	1.08078745729075
82	CNN-CBLV		1.5209796	1.10756535593723
82	FFNN-SS (trained on small trees)		1.464941	1.0954367990138598
82	FFNN-SS		1.4691683	1.10752480724232
82	CNN-CBLV (subtree-based prediction)		1.5053633044405683	1.1103320877726484
82	FFNN-SS (subtree-based prediction)		1.4698607776223158	1.0991215182513725
83	CNN-CBLV		4.3068256	2.19889238447216
83	FFNN-SS (trained on small trees)		4.0990252	2.06489159595851
83	real-subtrees	0.42937589881303706	4.4566842806853	2.19651795469948
83	FFNN-SS		4.1977377	2.12704385830838
83	CNN-CBLV (subtree-based prediction)		3.8782984571284564	2.0551791571709046
83	FFNN-SS (subtree-based prediction)		4.104358816721353	2.0649956594030536
83	real	0.42937589881303706	4.4566842806853	2.19651795469948
84	real-subtrees	0.8149340958631559	2.3458966181737004	9.268889895149927
84	CNN-CBLV		2.6420033	10.0518218145928
84	FFNN-SS (subtree-based prediction)		2.777652704320248	10.27337997671552
84	FFNN-SS		2.5144	9.75543752794909
84	real	0.8149340958631559	2.3458966181737004	9.268889895149927
84	CNN-CBLV (subtree-based prediction)		2.9425872004992586	10.626241593564293
84	FFNN-SS (trained on small trees)		2.4617607999999995	9.65102954892069
85	CNN-CBLV (subtree-based prediction)		1.3667553608807237	10.060069171281961
85	real-subtrees	0.02246722490435	1.29497558165662	9.4556747738858
85	CNN-CBLV		1.3184521	9.34093816393804
85	real	0.02246722490435	1.29497558165662	9.4556747738858
85	FFNN-SS (subtree-based prediction)		1.3681874398428662	10.395294684630173
85	FFNN-SS		1.3114053999999997	9.40333058365765
85	FFNN-SS (trained on small trees)		1.3449057	8.28777240942973
86	CNN-CBLV		2.1326752	9.706817934815142
86	CNN-CBLV (subtree-based prediction)		2.2888046765477403	10.370723298510663
86	real-subtrees	0.439798683669392	2.03486961904977	9.52196589238074
86	FFNN-SS (trained on small trees)		2.1215333999999997	9.37906845816287
86	FFNN-SS (subtree-based prediction)		2.3737478990974665	10.635861882623637
86	FFNN-SS		2.116025	9.680180375321699
86	real	0.439798683669392	2.03486961904977	9.52196589238074
87	CNN-CBLV		2.1975097999999997	10.177792222337
87	FFNN-SS (subtree-based prediction)		2.404983758926392	10.767173767089844
87	real-subtrees	0.22541989034175305	1.92385314594272	8.91822709537866
87	CNN-CBLV (subtree-based prediction)		2.553061246871948	11.75957202911377
87	real	0.22541989034175305	1.92385314594272	8.91822709537866
87	FFNN-SS (trained on small trees)		2.180675	9.957390399184222
87	FFNN-SS		2.200339	10.1050241530224
88	FFNN-SS (trained on small trees)		4.136845	7.0349213026712
88	FFNN-SS		4.345537	7.4563512321636995
88	CNN-CBLV		4.163575	7.3288180331255495
88	FFNN-SS (subtree-based prediction)		4.17639536275105	7.1839047589085325
88	CNN-CBLV (subtree-based prediction)		4.038014237853614	7.0555509667504905
88	real	0.103640052870783	4.38918221470642	7.37978892481766
88	real-subtrees	0.103640052870783	4.38918221470642	7.37978892481766
89	real-subtrees	0.117243319269438	2.2636375839235	9.60587470440144
89	CNN-CBLV		2.1810951000000003	9.419023725883891
89	FFNN-SS		2.2146237	9.56333334847324
89	FFNN-SS (trained on small trees)		2.2103617	9.48238882096543
89	CNN-CBLV (subtree-based prediction)		2.3057647268822854	9.940128752525816
89	FFNN-SS (subtree-based prediction)		2.3914870556364667	10.177528969785
89	real	0.117243319269438	2.2636375839235	9.60587470440144
90	CNN-CBLV		2.8447785	4.27353641961978
90	FFNN-SS		2.782731	4.20079400919159
90	FFNN-SS (trained on small trees)		2.8188746	4.2001181309905
90	FFNN-SS (subtree-based prediction)		2.9505066096782686	4.306271054347357
90	real-subtrees	0.33339317199775	2.80028707472522	4.362349523144
90	real	0.33339317199775	2.80028707472522	4.362349523144
90	CNN-CBLV (subtree-based prediction)		2.831062817573548	4.193183549245199
91	FFNN-SS		4.708216999999999	4.34215083960868
91	FFNN-SS (trained on small trees)		4.576677	4.28037816591027
91	FFNN-SS (subtree-based prediction)		4.449640067014628	4.092325436325602
91	CNN-CBLV (subtree-based prediction)		4.432029648135496	4.063888007994337
91	CNN-CBLV		4.7879877	4.38764551361184
91	real-subtrees	0.5769128776324549	4.49654051513203	4.126049102995779
91	real	0.5769128776324549	4.49654051513203	4.126049102995779
92	FFNN-SS		1.7823254000000002	4.58181024165818
92	CNN-CBLV		1.8077216	4.61150686018924
92	real-subtrees	0.8598250728218059	1.98188889509126	5.020648059941308
92	real	0.8598250728218059	1.98188889509126	5.020648059941308
92	FFNN-SS (trained on small trees)		1.7575313000000001	4.49553260059473
92	CNN-CBLV (subtree-based prediction)		1.842581697384744	4.56718502891781
92	FFNN-SS (subtree-based prediction)		1.8236579392905905	4.5650195706539645
93	CNN-CBLV		4.2136664	6.4579080304132
93	FFNN-SS		4.216858	6.43384238359589
93	CNN-CBLV (subtree-based prediction)		4.16552833791049	6.288569478493817
93	FFNN-SS (trained on small trees)		3.9101974999999998	6.04741572156006
93	real-subtrees	0.612805123470545	4.15627346996107	6.21281788361851
93	FFNN-SS (subtree-based prediction)		4.097087037450862	6.209978735671854
93	real	0.612805123470545	4.15627346996107	6.21281788361851
94	FFNN-SS (trained on small trees)		2.0886893	4.46002299411756
94	CNN-CBLV (subtree-based prediction)		2.051046371459961	4.339620113372804
94	real	0.687970691842994	2.17736573635021	4.8233148187228
94	real-subtrees	0.687970691842994	2.17736573635021	4.8233148187228
94	FFNN-SS (subtree-based prediction)		1.96300745010376	4.22422456741333
94	CNN-CBLV		2.1047732999999997	4.50198467743738
94	FFNN-SS		2.1046705	4.5075716654606195
95	CNN-CBLV (subtree-based prediction)		4.183169638252732	8.657237343989294
95	real-subtrees	0.131247956311846	4.19421120503923	8.44407745862086
95	CNN-CBLV		4.489582	9.282596095416789
95	FFNN-SS (trained on small trees)		4.294253299999999	8.63814999849899
95	real	0.131247956311846	4.19421120503923	8.44407745862086
95	FFNN-SS		4.5651283	9.22904797299191
95	FFNN-SS (subtree-based prediction)		4.3015374190754105	8.692226012350611
96	FFNN-SS (trained on small trees)		1.8733151999999997	5.457166162340861
96	real	0.42352274225677294	2.069943420572	6.07867509129844
96	FFNN-SS		1.8447646	5.8369927427252195
96	real-subtrees	0.42352274225677294	2.069943420572	6.07867509129844
96	FFNN-SS (subtree-based prediction)		1.8626107365957327	5.923302416290556
96	CNN-CBLV (subtree-based prediction)		1.7885411195456982	5.736691528132982
96	CNN-CBLV		1.7684996	5.6534466320588805
97	CNN-CBLV (subtree-based prediction)		1.8033437426128085	5.467965548811586
97	real-subtrees	0.8062741579053609	1.69890103057587	5.6694457596912
97	real	0.8062741579053609	1.69890103057587	5.6694457596912
97	FFNN-SS (subtree-based prediction)		1.707940530614788	5.326986694552191
97	CNN-CBLV		1.7397237	5.26840635758929
97	FFNN-SS (trained on small trees)		1.7094854	5.12721616283659
97	FFNN-SS		1.7108046000000001	5.26982339279301
98	CNN-CBLV		1.0367761	2.52628182816744
98	CNN-CBLV (subtree-based prediction)		1.0650315577971106	2.858399468947222
98	FFNN-SS (trained on small trees)		1.0324790000000001	2.51974816552638
98	real	0.064883284747823	1.02387377055372	2.84523392322262
98	FFNN-SS		1.0291649999999999	2.9750122387629503
98	FFNN-SS (subtree-based prediction)		1.0479392189393069	2.824082212014632
98	real-subtrees	0.064883284747823	1.02387377055372	2.84523392322262
99	CNN-CBLV (subtree-based prediction)		2.2216090830412205	4.6087920130086895
99	real-subtrees	0.30216059710847604	2.04323846571974	4.19929834612045
99	CNN-CBLV		2.1116734	4.37435183798818
99	FFNN-SS (trained on small trees)		2.0438009999999998	4.23624652093549
99	real	0.30216059710847604	2.04323846571974	4.19929834612045
99	FFNN-SS		2.0722198	4.32786147452047
99	FFNN-SS (subtree-based prediction)		2.15524889929179	4.466318605229717
