	type	p	R0	infectious period	incubation time
65	CNN-subtrees		3.993991513554164	2.070441756773433	1.8884758865972355
66	CNN		2.7777543	5.77554839829717	16.6045046383731
66	real-subtrees	0.669291842439362	3.0016985356311494	6.149145168814959	19.4952790150872
66	FFNN-subtrees		3.0059730538879066	5.99828434694268	19.272629364924647
66	CNN-subtrees		3.0627699412714393	5.91535443619116	20.094093012928365
66	FFNN		2.7777543	5.77554839829717	16.6045046383731
66	real	0.669291842439362	3.00169853563115	6.149145168814959	19.4952790150872
67	CNN		1.2587837	3.05351916389664	10.0982703575117
67	FFNN		1.2587837	3.05351916389664	10.0982703575117
67	real-subtrees	0.526703751306	1.2852911496405406	2.82993173871808	11.5654912504229
67	real	0.526703751306	1.2852911496405401	2.82993173871808	11.5654912504229
67	FFNN-subtrees		1.2705275665975704	2.8764194057709016	11.441869054043027
67	CNN-subtrees		1.2586087071757022	2.8743914050906367	11.432655758585728
68	FFNN		3.1882957999999997	3.46721121035519	11.5060645345048
68	real-subtrees	0.177217400892237	3.96998251544246	3.98798162887253	13.837922024670506
68	FFNN-subtrees		3.8502493163833766	3.9940075846659138	12.696920679155125
68	CNN		3.1882957999999997	3.46721121035519	11.5060645345048
68	CNN-subtrees		3.8021302519730025	4.001665747327086	12.518345719010966
68	real	0.177217400892237	3.96998251544246	3.98798162887253	13.837922024670501
69	real	0.35063685813030804	3.7147277137717096	3.19199639687581	12.6435250018444
69	FFNN		3.3730027999999996	3.49354303567564	9.89823529660642
69	real-subtrees	0.35063685813030804	3.7147277137717087	3.1919963968758087	12.6435250018444
69	FFNN-subtrees		3.7027413754750187	3.195553329805851	11.830554102482154
69	CNN		3.3730027999999996	3.49354303567564	9.89823529660642
69	CNN-subtrees		3.635493032712425	3.3079715946509256	11.490162864329074
70	CNN-subtrees		3.7339634608741687	2.5429310734857187	3.6812554318205057
70	real	0.584157405024765	3.6066449205014504	2.5858653820535498	3.67237663053145
70	FFNN		3.8058553	3.01458511927172	3.0422411493561
70	real-subtrees	0.584157405024765	3.6066449205014495	2.5858653820535498	3.6723766305314505
70	FFNN-subtrees		3.696691972287693	2.5418505154639632	3.60532643134948
70	CNN		3.8058553	3.01458511927172	3.0422411493561
71	real	0.4615968161577801	3.76390209661753	8.23173143529876	7.652435272194281
71	FFNN-subtrees		3.6048218792561095	7.7612693277298925	7.457440476718959
71	FFNN		3.9367360000000002	8.696402539291629	7.240714387215941
71	real-subtrees	0.4615968161577801	3.7639020966175294	8.23173143529876	7.652435272194282
71	CNN-subtrees		3.5565246115418883	7.856694405436222	7.349290624164379
71	CNN		3.9367360000000002	8.696402539291629	7.240714387215941
72	FFNN-subtrees		1.0963173056013231	4.748029320179387	14.636163904318495
72	real	0.319331660323189	1.1050831595465902	4.616292823897731	14.6961620763065
72	real-subtrees	0.319331660323189	1.1050831595465902	4.616292823897731	14.6961620763065
72	FFNN		1.073659	5.44679710139215	14.6119422437092
72	CNN		1.073659	5.44679710139215	14.6119422437092
72	CNN-subtrees		1.1065524816513064	4.656534342068994	14.769651557479017
73	FFNN		2.4075499	7.6601725601937405	19.4177508356038
73	real	0.7415413138540641	2.30992974319742	7.259459586966161	21.9750525123642
73	real-subtrees	0.7415413138540641	2.30992974319742	7.259459586966162	21.9750525123642
73	CNN-subtrees		2.44821023379834	7.469201506842282	22.51119942874009
73	CNN		2.4075499	7.6601725601937405	19.4177508356038
73	FFNN-subtrees		2.439368020227489	7.406070530931482	22.286355120760582
74	FFNN		3.3044538	2.64862241034384	6.90828740766608
74	real-subtrees	0.32800346569803995	3.5023546014584	3.0992487172362995	6.35722610832178
74	FFNN-subtrees		3.5621193059184173	3.036540045605417	6.455343585802575
74	real	0.32800346569803995	3.5023546014584	3.0992487172362995	6.35722610832178
74	CNN		3.3044538	2.64862241034384	6.90828740766608
74	CNN-subtrees		3.5995370645643323	2.9621274242675986	6.713447135786808
75	CNN-subtrees		4.028651997012306	7.8753568016818605	17.108026749999635
75	real-subtrees	0.605017677164895	3.98375860485278	7.835414338379079	17.3018441189359
75	CNN		3.4887452000000003	7.612022350578769	16.626562664872598
75	real	0.605017677164895	3.9837586048527793	7.83541433837908	17.3018441189359
75	FFNN		3.4887452000000003	7.612022350578769	16.626562664872598
75	FFNN-subtrees		4.021838987300495	7.870383392903942	17.059213124209634
76	CNN-subtrees		3.0033109280103814	2.2913046736312213	5.824248086480645
76	real-subtrees	0.691824159284543	2.94847853908803	2.2578709024350494	5.7917705331150495
76	real	0.691824159284543	2.94847853908803	2.25787090243505	5.7917705331150495
76	FFNN-subtrees		3.0385119544275825	2.2158834181826506	5.916626767942375
76	FFNN		3.5200481	2.21617520367771	7.52985413044538
76	CNN		3.5200481	2.21617520367771	7.52985413044538
77	FFNN-subtrees		3.739770918856707	1.0903815954740714	3.3667183606786604
77	FFNN		4.1177244	1.28717712400779	2.73819310383623
77	real-subtrees	0.362849399126009	3.6423107674294704	1.12685501265667	3.2953327654936304
77	real	0.362849399126009	3.6423107674294704	1.1268550126566699	3.29533276549363
77	CNN		4.1177244	1.28717712400779	2.73819310383623
77	CNN-subtrees		3.7383271055918814	1.1241401334336207	3.3258825411796065
78	real	0.9070111542725501	4.78418623789866	9.73926986512073	40.0273567897926
78	FFNN		4.258643599999999	10.995250685355801	33.5038075248096
78	real-subtrees	0.9070111542725501	4.784186237898661	9.739269865120733	40.0273567897926
78	FFNN-subtrees		4.252812409282132	9.314656300553171	34.763960558853434
78	CNN-subtrees		4.171680062170907	9.661083625072337	34.17767128502129
78	CNN		4.258643599999999	10.995250685355801	33.5038075248096
79	CNN		1.0586505	5.31477142488375	7.4416248760545995
79	FFNN-subtrees		1.1150185277607103	4.517132441542357	7.583331636659001
79	real	0.176087602239528	1.1109038286238	4.96084152558445	7.44992680532855
79	CNN-subtrees		1.1077712833906224	4.853593262894645	7.3464971145226015
79	FFNN		1.0586505	5.31477142488375	7.4416248760545995
79	real-subtrees	0.176087602239528	1.1109038286238	4.96084152558445	7.44992680532855
80	FFNN-subtrees		4.037918651035203	4.920020356054024	18.591482375330685
80	real	0.7823454687341759	4.31499703164031	4.81485810636534	21.4907377532297
80	CNN-subtrees		3.951617949379352	4.954207058191916	18.5881786008751
80	CNN		3.8276784	4.8594862884488705	19.3605852329272
80	real-subtrees	0.7823454687341759	4.314997031640311	4.81485810636534	21.4907377532297
80	FFNN		3.8276784	4.8594862884488705	19.3605852329272
81	real	0.504524531724421	3.48713468935426	8.48318011449799	30.1605839458137
81	FFNN-subtrees		3.3785001997581605	8.461784425763689	28.604459804794
81	FFNN		2.9273843999999998	7.52412497177521	28.401749372146803
81	CNN-subtrees		3.376018804577563	8.548305742710511	28.863082172726212
81	CNN		2.9273843999999998	7.52412497177521	28.401749372146803
81	real-subtrees	0.504524531724421	3.48713468935426	8.48318011449799	30.160583945813702
82	CNN		4.7866583	7.20423561269229	20.3279542999022
82	FFNN		4.7866583	7.20423561269229	20.3279542999022
82	real	0.903842773768335	4.57730536616739	6.25705766713148	25.9887223989865
82	real-subtrees	0.903842773768335	4.57730536616739	6.25705766713148	25.9887223989865
82	CNN-subtrees		4.138198008297076	6.253866973947973	22.327191511828648
82	FFNN-subtrees		4.15608549332729	6.141963247139977	22.381227938210362
83	real-subtrees	0.6175750552243111	3.9099870824619902	4.8209912275619295	15.551293176827901
83	CNN-subtrees		3.796371250050808	4.744542003703134	14.96345681771628
83	FFNN-subtrees		3.830755385570904	4.664708312466137	15.197072499182024
83	CNN		3.4503272000000003	4.552992927398259	18.8201751006923
83	real	0.6175750552243111	3.9099870824619902	4.8209912275619295	15.551293176827901
83	FFNN		3.4503272000000003	4.552992927398259	18.8201751006923
84	FFNN		4.117184	6.897924339673869	23.3661781105264
84	real-subtrees	0.887936182248978	3.4327787260245013	7.874902465217482	16.539862710018898
84	real	0.887936182248978	3.4327787260245	7.874902465217481	16.539862710018898
84	FFNN-subtrees		3.483555576234082	7.623256073816284	17.20255382850162
84	CNN		4.117184	6.897924339673869	23.3661781105264
84	CNN-subtrees		3.510827082530088	7.67729579431386	17.474358554376426
85	FFNN		4.6884155	6.94839689236413	5.32842310056104
85	real	0.8128307659723	3.87509499982979	6.846379690426871	4.76812724989863
85	FFNN-subtrees		3.8145796801130962	6.538383355884722	4.815801369234899
85	CNN-subtrees		3.8786964741214858	6.527744579632218	4.99390290508195
85	real-subtrees	0.8128307659723	3.875094999829789	6.846379690426871	4.76812724989863
85	CNN		4.6884155	6.94839689236413	5.32842310056104
86	real	0.15070290584563598	1.4563783040666398	4.01290181923844	13.102965613839999
86	FFNN		1.4392629	4.422392836128941	11.9256354437065
86	FFNN-subtrees		1.4544750892941398	3.82619780458088	13.144701253362848
86	real-subtrees	0.15070290584563598	1.4563783040666398	4.01290181923844	13.10296561384
86	CNN		1.4392629	4.422392836128941	11.9256354437065
86	CNN-subtrees		1.4509768701042358	3.9041255037342713	13.033891107807548
87	CNN		1.1619135	9.73642356714882	25.4895830475645
87	real-subtrees	0.124218461890226	1.21122253726497	9.31956530121985	25.752343331930398
87	FFNN-subtrees		1.2203454840151922	8.926195149010454	26.007323368572443
87	CNN-subtrees		1.2163067310917943	8.944072395768297	26.116806511587097
87	FFNN		1.1619135	9.73642356714882	25.4895830475645
87	real	0.124218461890226	1.2112225372649699	9.31956530121985	25.752343331930398
88	CNN		4.5086837	2.43079941711854	1.72040018279418
88	CNN-subtrees		4.189896159403891	2.0504182982841086	2.059972237593054
88	real-subtrees	0.287064654218774	4.28487210861018	2.19354796777215	2.01941169696394
88	FFNN-subtrees		4.18327115085956	2.077307351141211	1.9841349651002689
88	real	0.287064654218774	4.28487210861018	2.19354796777215	2.01941169696394
88	FFNN		4.5086837	2.43079941711854	1.72040018279418
89	real-subtrees	0.7978862096114008	4.740844577626339	5.0707642412859	17.368397048127502
89	CNN		3.3360426	4.24745617999533	14.6726582824352
89	CNN-subtrees		4.33314592219316	4.982489023252055	15.798672648455932
89	real	0.7978862096114008	4.74084457762634	5.0707642412859	17.368397048127502
89	FFNN		3.3360426	4.24745617999533	14.6726582824352
89	FFNN-subtrees		4.326305272185851	5.019130265061189	15.352818555677466
90	FFNN		4.476902	2.4397613345141203	4.9500627372183
90	CNN-subtrees		4.0665356263068215	2.7635636345570718	3.4979053703135268
90	FFNN-subtrees		4.074205365241617	2.7554347466967632	3.473673879588541
90	real-subtrees	0.575876588981556	4.15723317478371	2.86303043868921	3.585094943731
90	CNN		4.476902	2.4397613345141203	4.9500627372183
90	real	0.575876588981556	4.15723317478371	2.86303043868921	3.585094943731
91	real	0.5723858711868559	1.29751231922884	8.32565593468494	40.252107155002705
91	CNN-subtrees		1.2559756616259123	9.214494796755076	39.18143171376293
91	FFNN-subtrees		1.2812672552314248	9.270058645679427	39.19440536312871
91	FFNN		1.3651556	8.69674964698933	39.7211333791608
91	real-subtrees	0.5723858711868559	1.29751231922884	8.32565593468494	40.25210715500271
91	CNN		1.3651556	8.69674964698933	39.7211333791608
92	FFNN-subtrees		3.25799661450053	7.21082449739272	27.166299228562423
92	FFNN		3.6065123	7.64636797422345	31.2717168011298
92	CNN-subtrees		3.29179054157033	7.5491701551189685	27.176438366327467
92	real	0.024412580832832997	3.37002602193618	6.913123575342669	30.1384006494361
92	CNN		3.6065123	7.64636797422345	31.2717168011298
92	real-subtrees	0.024412580832832997	3.37002602193618	6.913123575342669	30.1384006494361
93	FFNN-subtrees		3.0940237827306114	9.619761520237283	32.873080874512574
93	real	0.176422734291013	3.1024852520299704	9.20317733157302	34.9784667487843
93	FFNN		2.7714505000000003	8.19425171973181	32.6053251060003
93	CNN-subtrees		3.151066000360212	9.662790531319619	33.8680138405555
93	CNN		2.7714505000000003	8.19425171973181	32.6053251060003
93	real-subtrees	0.176422734291013	3.1024852520299704	9.20317733157302	34.97846674878429
94	CNN-subtrees		4.179177769062743	3.7884831823073934	9.506565292394471
94	real-subtrees	0.7397061400763271	4.61350742894217	3.861565466633461	10.7521578321076
94	FFNN-subtrees		4.244198238408123	3.6568770755737012	9.720673056358986
94	FFNN		4.0191865	4.19872220425038	6.746748098646769
94	real	0.7397061400763271	4.61350742894217	3.86156546663346	10.7521578321076
94	CNN		4.0191865	4.19872220425038	6.746748098646769
95	FFNN-subtrees		3.960511964274388	10.192523301741655	40.832629878025415
95	real-subtrees	0.7234656189874109	4.22756841807907	9.69442839073066	48.1190903267137
95	FFNN		3.270573	8.89364000897809	37.6488293601126
95	real	0.7234656189874109	4.22756841807907	9.69442839073066	48.1190903267137
95	CNN		3.270573	8.89364000897809	37.6488293601126
95	CNN-subtrees		3.9305931751400816	10.172887163349227	41.14207206636317
96	real-subtrees	0.278416699249097	2.9265341621266305	2.25489779243658	3.4321089284242405
96	real	0.278416699249097	2.92653416212663	2.25489779243658	3.4321089284242405
96	CNN		2.9926698	1.9775672422876698	4.03787806243698
96	FFNN		2.9926698	1.9775672422876698	4.03787806243698
96	CNN-subtrees		2.9561600506412264	2.0495634945792194	3.836143083445161
96	FFNN-subtrees		2.9269049967061607	2.1260969866061536	3.610659702560988
97	real	0.48029474654307397	2.13162713890358	6.5992052881296805	25.5444691629199
97	CNN		2.2190652	7.65153614140783	22.490929058091698
97	FFNN-subtrees		2.25152214343771	6.764461194129036	25.614236313641015
97	real-subtrees	0.48029474654307397	2.13162713890358	6.5992052881296805	25.5444691629199
97	FFNN		2.2190652	7.65153614140783	22.490929058091698
97	CNN-subtrees		2.2435008714808253	6.857490664145383	25.479219580024086
98	real	0.32154396609581104	1.126430673328	9.3008895528065	43.6483772247317
98	CNN		1.2506129	10.1783599593565	42.5374372358105
98	FFNN-subtrees		1.1141237086738247	10.2149911741542	42.175818257942225
98	real-subtrees	0.32154396609581104	1.126430673328	9.3008895528065	43.6483772247317
98	FFNN		1.2506129	10.1783599593565	42.5374372358105
98	CNN-subtrees		1.1124133082229788	10.20609386500516	42.32548237717016
99	CNN		1.4326549	7.41958242515309	9.66697937193424
99	FFNN		1.4326549	7.41958242515309	9.66697937193424
99	real	0.894496690411466	1.54351097069941	8.14045653610895	9.47195885921887
99	real-subtrees	0.894496690411466	1.54351097069941	8.14045653610895	9.47195885921887
99	CNN-subtrees		1.4893844301385737	8.065783448337694	8.956021400754569
99	FFNN-subtrees		1.4826572713083224	7.831844552438063	9.05686397616549
