	type	p	R0	infectious period
79	FFNN (huge, subtrees)		3.2495251195839203	7.797456230382954
79	real-subtrees	0.26888706916215804	3.09705287576118	7.543759418747832
79	CNN (huge, subtrees)		2.1923106668851577	6.8888038753864365
79	FFNN (large)		2.9017372000000003	6.715412154562191
79	real	0.26888706916215804	3.0970528757611797	7.543759418747831
80	FFNN (huge, subtrees)		3.3561010016818167	2.1577080250156158
80	real-subtrees	0.912168485221894	3.3814857302646697	2.15381699815619
80	CNN (huge, subtrees)		1.7766544708405043	1.0450883794427148
80	CNN (large)		3.9514945	2.36585927753882
80	real	0.9121684852218941	3.3814857302646697	2.15381699815619
80	FFNN (large)		3.78511	2.30451122128916
81	real-subtrees	0.84349702263414	4.35408550119731	7.1229346805783695
81	FFNN (huge, subtrees)		4.25180738945543	7.037688467471508
81	FFNN (large)		3.86069	6.26331949973706
81	CNN (huge, subtrees)		1.8838974668125927	3.37022022770544
81	CNN (large)		4.0523620000000005	6.43907460711444
81	real	0.84349702263414	4.35408550119731	7.12293468057837
82	CNN (large)		1.5573801	1.12720132670634
82	FFNN (large)		1.4691683	1.10752480724232
82	real-subtrees	0.850029671715758	1.30180494069204	1.08078745729075
82	real	0.850029671715758	1.30180494069204	1.08078745729075
82	CNN (huge, subtrees)		1.1742690602938337	0.5811706812175226
82	FFNN (huge, subtrees)		1.259337226453337	1.061459271520569
83	real	0.42937589881303706	4.4566842806853	2.19651795469948
83	CNN (huge, subtrees)		2.3539525768244283	1.5021477684454905
83	FFNN (huge, subtrees)		4.316669923359642	2.1022955361025693
83	CNN (large)		4.2232199999999995	2.1703038187286
83	real-subtrees	0.42937589881303706	4.4566842806853	2.19651795469948
83	FFNN (large)		4.1977377	2.12704385830838
84	FFNN (large)		2.5144	9.75543752794909
84	real	0.8149340958631559	2.3458966181737004	9.268889895149929
84	real-subtrees	0.8149340958631559	2.3458966181736995	9.268889895149927
84	FFNN (huge, subtrees)		2.357392684191736	9.271338405520243
84	CNN (large)		2.6237102	9.983325689949462
84	CNN (huge, subtrees)		1.363209990578479	3.8126811332085087
85	FFNN (large)		1.3114053999999997	9.40333058365765
85	real-subtrees	0.02246722490435	1.2949755816566195	9.4556747738858
85	FFNN (huge, subtrees)		1.2953011318411072	9.164868506745776
85	CNN (huge, subtrees)		1.538301987093085	30.08662248097537
85	real	0.022467224904350002	1.29497558165662	9.4556747738858
85	CNN (large)		1.3230389	10.192959984422199
86	real-subtrees	0.439798683669392	2.03486961904977	9.52196589238074
86	FFNN (large)		2.116025	9.680180375321699
86	FFNN (huge, subtrees)		1.9742841226307424	9.3203010557641
86	real	0.439798683669392	2.03486961904977	9.52196589238074
86	CNN (large)		2.0781593000000003	9.67780212142695
86	CNN (huge, subtrees)		1.3716374226803865	5.016607125490976
87	CNN (large)		2.2882545	10.4975585598617
87	real	0.22541989034175303	1.92385314594272	8.91822709537866
87	FFNN (huge, subtrees)		1.938272574622259	8.97406983471359
87	CNN (huge, subtrees)		1.41712366370182	7.341242812110982
87	FFNN (large)		2.200339	10.1050241530224
87	real-subtrees	0.22541989034175305	1.92385314594272	8.91822709537866
88	CNN (large)		4.051825	7.220576087019111
88	CNN (huge, subtrees)		1.7175223717640815	10.598710600449216
88	real	0.10364005287078301	4.38918221470642	7.37978892481766
88	FFNN (huge, subtrees)		4.197591461707096	7.000041180635772
88	real-subtrees	0.103640052870783	4.38918221470642	7.37978892481766
88	FFNN (large)		4.345537	7.4563512321636995
89	real	0.117243319269438	2.2636375839235	9.60587470440144
89	CNN (large)		2.2354069	9.696406556047052
89	CNN (huge, subtrees)		1.99081100707861	12.681163897565447
89	real-subtrees	0.117243319269438	2.2636375839235	9.60587470440144
89	FFNN (large)		2.2146237	9.56333334847324
89	FFNN (huge, subtrees)		2.182169469504745	9.25992203866092
90	FFNN (large)		2.782731	4.20079400919159
90	CNN (huge, subtrees)		1.9309310386991396	3.47095770943464
90	FFNN (huge, subtrees)		2.9810174182320828	4.567913810057479
90	real	0.33339317199775	2.80028707472522	4.362349523144
90	CNN (large)		2.7541547000000004	4.12203262930748
90	real-subtrees	0.33339317199775	2.80028707472522	4.362349523144
91	real-subtrees	0.5769128776324549	4.496540515132032	4.126049102995779
91	CNN (huge, subtrees)		2.217647713457458	2.546036419983418
91	FFNN (huge, subtrees)		4.415498709500282	4.0602449899104265
91	FFNN (large)		4.708216999999999	4.34215083960868
91	real	0.5769128776324549	4.49654051513203	4.126049102995779
91	CNN (large)		4.7859516	4.3281620191532495
92	FFNN (huge, subtrees)		2.058843260337624	5.062526904584087
92	FFNN (large)		1.7823254000000002	4.58181024165818
92	CNN (huge, subtrees)		1.2720627458729976	1.9927782896585342
92	real-subtrees	0.8598250728218059	1.98188889509126	5.020648059941308
92	CNN (large)		1.7328942999999999	4.51422869224137
92	real	0.8598250728218059	1.98188889509126	5.020648059941309
93	FFNN (huge, subtrees)		4.0736642837096815	6.0865474669040855
93	real-subtrees	0.612805123470545	4.15627346996107	6.21281788361851
93	FFNN (large)		4.216858	6.43384238359589
93	CNN (huge, subtrees)		2.0874176811414467	3.5459961942791964
93	CNN (large)		4.3395660000000005	6.57047659429691
93	real	0.612805123470545	4.15627346996107	6.21281788361851
94	CNN (huge, subtrees)		1.456780408275654	2.699173007101794
94	real	0.687970691842994	2.17736573635021	4.8233148187228
94	FFNN (huge, subtrees)		2.2554604074922304	4.952373299628552
94	FFNN (large)		2.1046705	4.5075716654606195
94	real-subtrees	0.687970691842994	2.17736573635021	4.8233148187228
94	CNN (large)		2.0155234	4.3854044280912
95	FFNN (huge, subtrees)		4.211455539558947	8.33571761406408
95	real	0.131247956311846	4.19421120503923	8.44407745862086
95	FFNN (large)		4.5651283	9.22904797299191
95	real-subtrees	0.131247956311846	4.19421120503923	8.44407745862086
95	CNN (large)		4.5535483	9.379816612038631
95	CNN (huge, subtrees)		1.6600784523475531	11.823781391705976
96	real	0.42352274225677294	2.069943420572	6.07867509129844
96	real-subtrees	0.42352274225677294	2.069943420572	6.07867509129844
96	CNN (large)		1.7724268	5.800894028121459
96	FFNN (large)		1.8447646	5.8369927427252195
96	CNN (huge, subtrees)		1.3579457834574744	3.4103700213764
96	FFNN (huge, subtrees)		2.07023792783984	6.0294151080751375
97	real-subtrees	0.8062741579053609	1.69890103057587	5.6694457596912
97	CNN (large)		1.7333298	5.29423620215821
97	FFNN (huge, subtrees)		1.7394081313344774	5.794303595595308
97	real	0.8062741579053609	1.69890103057587	5.6694457596912
97	FFNN (large)		1.7108046000000001	5.26982339279301
97	CNN (huge, subtrees)		1.2596744168056844	2.6269107678862964
98	real-subtrees	0.064883284747823	1.02387377055372	2.84523392322262
98	CNN (large)		1.028656	2.89803350691221
98	FFNN (huge, subtrees)		1.0267772173366911	2.897047444121226
98	real	0.064883284747823	1.02387377055372	2.84523392322262
98	FFNN (large)		1.0291649999999999	2.9750122387629503
98	CNN (huge, subtrees)		1.39399831479445	2.1322233936137467
99	CNN (large)		2.139812	4.5209740753542995
99	FFNN (large)		2.0722198	4.32786147452047
99	real-subtrees	0.30216059710847604	2.04323846571974	4.19929834612045
99	real	0.30216059710847604	2.04323846571974	4.19929834612045
99	CNN (huge, subtrees)		1.4167820297068523	2.7518104171841293
99	FFNN (huge, subtrees)		2.0674543529906706	4.278544821631475
