	type	p	R_naught	infectious_period
79	real-subtrees	0.26888706916215804	3.09705287576118	7.543759418747832
79	CNN-subtrees		2.7872793999999996	6.8185673
80	FFNN-subtrees		3.8665721	2.32345
80	real	0.912168485221894	3.3814857302646697	2.15381699815619
80	real-subtrees	0.912168485221894	3.3814857302646697	2.15381699815619
80	CNN		3.9514945	2.36585927753882
80	BEAST2		3.775029734	2.299126841
80	FFNN		3.9514945	2.36585927753882
80	CNN-subtrees		3.9138238	2.3327715
81	CNN-subtrees		4.094716	6.7114899999999995
81	real-subtrees	0.84349702263414	4.35408550119731	7.12293468057837
81	FFNN-subtrees		4.3510127	6.76342
81	real	0.84349702263414	4.35408550119731	7.12293468057837
81	BEAST2		3.969688512	6.308748604
81	FFNN		4.0523620000000005	6.43907460711444
81	CNN		4.0523620000000005	6.43907460711444
82	real-subtrees	0.850029671715758	1.30180494069204	1.08078745729075
82	real	0.850029671715758	1.30180494069204	1.08078745729075
82	BEAST2		1.53242053	1.127150012
82	FFNN		1.5573801	1.12720132670634
82	CNN		1.5573801	1.12720132670634
82	CNN-subtrees		1.6346271	1.1567593
82	FFNN-subtrees		1.6292378	1.1442562
83	BEAST2		4.221591181	2.114998319
83	FFNN		4.2232199999999995	2.1703038187286
83	real-subtrees	0.42937589881303706	4.4566842806853	2.19651795469948
83	CNN		4.2232199999999995	2.1703038187286
83	CNN-subtrees		4.137482	2.198998
83	FFNN-subtrees		4.1259803999999995	2.1598804
83	real	0.42937589881303706	4.4566842806853	2.19651795469948
84	real-subtrees	0.8149340958631559	2.3458966181737004	9.268889895149927
84	BEAST2		2.426336189	9.385576894
84	FFNN-subtrees		2.4233332	9.760147
84	CNN		2.6237102	9.983325689949462
84	real	0.8149340958631559	2.3458966181737004	9.268889895149927
84	CNN-subtrees		2.322659	9.545214999999999
84	FFNN		2.6237102	9.983325689949462
85	CNN-subtrees		1.267408	8.492643
85	real-subtrees	0.02246722490435	1.29497558165662	9.4556747738858
85	BEAST2		1.304841626	9.558947656
85	real	0.02246722490435	1.29497558165662	9.4556747738858
85	FFNN-subtrees		1.3039731	9.314217
85	CNN		1.3230389	10.192959984422199
85	FFNN		1.3230389	10.192959984422199
86	BEAST2		2.069466542	9.440871266
86	CNN-subtrees		1.99648	9.600189
86	real-subtrees	0.439798683669392	2.03486961904977	9.52196589238074
86	FFNN		2.0781593000000003	9.67780212142695
86	FFNN-subtrees		2.151766	10.104967
86	CNN		2.0781593000000003	9.67780212142695
86	real	0.439798683669392	2.03486961904977	9.52196589238074
87	BEAST2		2.056153396	9.432313869
87	FFNN-subtrees		2.3569796000000003	10.926587
87	real-subtrees	0.22541989034175305	1.92385314594272	8.91822709537866
87	CNN-subtrees		2.3008943	11.036839500000001
87	real	0.22541989034175305	1.92385314594272	8.91822709537866
87	FFNN		2.2882545	10.4975585598617
87	CNN		2.2882545	10.4975585598617
88	FFNN		4.051825	7.220576087019111
88	CNN		4.051825	7.220576087019111
88	BEAST2		4.320219422	7.467858303
88	FFNN-subtrees		3.8101747	6.5395174
88	CNN-subtrees		3.6825563999999997	6.365024
88	real	0.103640052870783	4.38918221470642	7.37978892481766
88	real-subtrees	0.103640052870783	4.38918221470642	7.37978892481766
89	real-subtrees	0.117243319269438	2.2636375839235	9.60587470440144
89	BEAST2		2.1304064069999997	9.187224628
89	CNN		2.2354069	9.696406556047052
89	FFNN		2.2354069	9.696406556047052
89	CNN-subtrees		2.2357676	9.638841000000001
89	FFNN-subtrees		2.2345490000000003	9.631233
89	real	0.117243319269438	2.2636375839235	9.60587470440144
90	BEAST2		2.8218480130000003	4.2191141860000005
90	CNN		2.7541547000000004	4.12203262930748
90	FFNN		2.7541547000000004	4.12203262930748
90	FFNN-subtrees		2.7494514	3.8658724
90	real-subtrees	0.33339317199775	2.80028707472522	4.362349523144
90	real	0.33339317199775	2.80028707472522	4.362349523144
90	CNN-subtrees		2.551942	3.6739604
91	CNN		4.7859516	4.3281620191532495
91	FFNN		4.7859516	4.3281620191532495
91	FFNN-subtrees		4.7710360000000005	4.352277
91	CNN-subtrees		4.737528	4.400171299999999
91	BEAST2		4.7083336110000005	4.351915629
91	real-subtrees	0.5769128776324549	4.49654051513203	4.126049102995779
91	real	0.5769128776324549	4.49654051513203	4.126049102995779
92	CNN		1.7328942999999999	4.51422869224137
92	BEAST2		1.8159338390000002	4.610704006000001
92	real-subtrees	0.8598250728218059	1.98188889509126	5.020648059941308
92	real	0.8598250728218059	1.98188889509126	5.020648059941308
92	FFNN		1.7328942999999999	4.51422869224137
92	CNN-subtrees		1.9547236000000001	4.753957700000001
92	FFNN-subtrees		1.8892480999999999	4.6500673
93	BEAST2		4.258407752	6.451981795
93	CNN		4.3395660000000005	6.57047659429691
93	CNN-subtrees		4.3544645	6.877517699999999
93	FFNN		4.3395660000000005	6.57047659429691
93	real-subtrees	0.612805123470545	4.15627346996107	6.21281788361851
93	FFNN-subtrees		4.3939056	6.888225
93	real	0.612805123470545	4.15627346996107	6.21281788361851
94	FFNN		2.0155234	4.3854044280912
94	CNN-subtrees		1.9952279	4.1679260000000005
94	real	0.687970691842994	2.17736573635021	4.8233148187228
94	real-subtrees	0.687970691842994	2.17736573635021	4.8233148187228
94	FFNN-subtrees		1.9856126	4.184080000000001
94	BEAST2		2.152209533	4.5514250910000005
94	CNN		2.0155234	4.3854044280912
95	CNN-subtrees		4.423157	9.251980999999999
95	real-subtrees	0.131247956311846	4.19421120503923	8.44407745862086
95	BEAST2		4.48833674	9.157735983
95	FFNN		4.5535483	9.379816612038631
95	real	0.131247956311846	4.19421120503923	8.44407745862086
95	CNN		4.5535483	9.379816612038631
95	FFNN-subtrees		4.583758	9.35014
96	FFNN		1.7724268	5.800894028121459
96	real	0.42352274225677294	2.069943420572	6.07867509129844
96	CNN		1.7724268	5.800894028121459
96	real-subtrees	0.42352274225677294	2.069943420572	6.07867509129844
96	FFNN-subtrees		1.893282	6.009581
96	CNN-subtrees		1.7818807	5.626567400000001
96	BEAST2		1.859079996	5.873818776
97	CNN-subtrees		1.8748183999999997	5.5829206
97	real-subtrees	0.8062741579053609	1.69890103057587	5.6694457596912
97	real	0.8062741579053609	1.69890103057587	5.6694457596912
97	FFNN-subtrees		1.8299813999999999	5.556914
97	BEAST2		1.747878957	5.3281594210000005
97	FFNN		1.7333298	5.29423620215821
97	CNN		1.7333298	5.29423620215821
98	BEAST2		1.038894398	2.820678
98	CNN-subtrees		1.0453289000000001	2.784086
98	FFNN		1.028656	2.89803350691221
98	real	0.064883284747823	1.02387377055372	2.84523392322262
98	CNN		1.028656	2.89803350691221
98	FFNN-subtrees		1.0260658	2.9372187000000003
98	real-subtrees	0.064883284747823	1.02387377055372	2.84523392322262
99	CNN-subtrees		2.0698698	4.228924
99	real-subtrees	0.30216059710847604	2.04323846571974	4.19929834612045
99	BEAST2		2.090532558	4.349846357
99	FFNN		2.139812	4.5209740753542995
99	real	0.30216059710847604	2.04323846571974	4.19929834612045
99	CNN		2.139812	4.5209740753542995
99	FFNN-subtrees		2.0154756999999996	4.136471299999999
