	type	p	R0	infectious period
73	FFNN (subtrees)		1.5303271594921497	9.617729814106244
73	CNN		1.5661067	9.91997693790832
74	FFNN		2.603735	3.33243555923934
74	CNN		2.746714	3.4865899084973995
74	FFNN (subtrees)		2.636218912899494	3.354653875033061
74	real	0.8361328835264841	2.91709464714117	3.61120243747262
74	real-subtrees	0.8361328835264841	2.91709464714117	3.61120243747262
74	FFNN (on small)		2.6041972999999996	3.23047567486884
74	CNN (subtrees)		2.6323869079351425	3.3614277541637425
75	real	0.6298635048645059	4.450936434885549	4.91919818680226
75	real-subtrees	0.6298635048645059	4.450936434885549	4.91919818680226
75	CNN		4.3101277	4.65353382257063
75	FFNN		4.4784284	4.727869870884691
75	FFNN (subtrees)		4.176834178980065	4.4506954831421055
75	FFNN (on small)		4.3361339999999995	4.588816866068719
75	CNN (subtrees)		4.1322503556650165	4.444526750574667
76	CNN (subtrees)		3.860385417938232	3.747914552688599
76	real	0.8528793034986479	3.476948874424	3.77944436325511
76	FFNN (subtrees)		3.9291720390319824	3.8368754386901855
76	CNN		3.2600903999999997	3.43506077368478
76	FFNN		3.2559457000000003	3.41157549836375
76	real-subtrees	0.8528793034986479	3.476948874424	3.77944436325511
76	FFNN (on small)		2.996229	3.26799222518398
77	CNN		2.0728972	4.9926764501844
77	FFNN (on small)		2.0159507	4.87256991465353
77	FFNN (subtrees)		2.022617338443625	4.918422432603507
77	real	0.941700082344554	2.2516489107302298	5.11683654270122
77	CNN (subtrees)		2.014052356522659	5.002771982653388
77	real-subtrees	0.941700082344554	2.2516489107302298	5.11683654270122
77	FFNN		2.0638266	4.996907160460981
78	FFNN		3.136454	2.02504224004826
78	FFNN (subtrees)		3.160349714314496	2.0459031060889914
78	FFNN (on small)		3.0892277000000004	2.01119564724012
78	real-subtrees	0.23690434442831695	3.3273806738828497	2.1431600191352
78	real	0.23690434442831695	3.3273806738828497	2.1431600191352
78	CNN		3.1318617000000004	2.02157902509299
78	CNN (subtrees)		3.083591179494505	2.0370248931425587
79	FFNN (on small)		2.8757007000000003	6.63843008647151
79	FFNN (subtrees)		3.012228251526796	6.872589895141994
79	real	0.26888706916215804	3.09705287576118	7.543759418747832
79	FFNN		2.9017372000000003	6.715412154562191
79	CNN		2.6324131	6.45546442117537
79	real-subtrees	0.26888706916215804	3.09705287576118	7.543759418747832
79	CNN (subtrees)		2.8380784978170768	6.669260012745347
80	FFNN (subtrees)		3.807437004314529	2.271202294362916
80	real	0.912168485221894	3.3814857302646697	2.15381699815619
80	real-subtrees	0.912168485221894	3.3814857302646697	2.15381699815619
80	FFNN		3.78511	2.30451122128916
80	CNN		3.9514945	2.36585927753882
80	FFNN (on small)		3.6859144999999995	2.2486510227095295
80	CNN (subtrees)		3.8298107832670216	2.283629497720136
81	CNN (subtrees)		3.9664367720887466	6.212350850491911
81	real-subtrees	0.84349702263414	4.35408550119731	7.12293468057837
81	FFNN (subtrees)		3.7979480633864533	6.078502022253502
81	real	0.84349702263414	4.35408550119731	7.12293468057837
81	CNN		4.0523620000000005	6.43907460711444
81	FFNN (on small)		3.7913535000000005	6.11179871035241
81	FFNN		3.86069	6.26331949973706
82	real-subtrees	0.850029671715758	1.30180494069204	1.08078745729075
82	real	0.850029671715758	1.30180494069204	1.08078745729075
82	CNN		1.5573801	1.12720132670634
82	FFNN (on small)		1.464941	1.0954367990138598
82	FFNN		1.4691683	1.10752480724232
82	CNN (subtrees)		1.5053633044405683	1.1103320877726484
82	FFNN (subtrees)		1.4698607776223158	1.0991215182513725
83	CNN		4.2232199999999995	2.1703038187286
83	FFNN (on small)		4.0990252	2.06489159595851
83	real-subtrees	0.42937589881303706	4.4566842806853	2.19651795469948
83	FFNN		4.1977377	2.12704385830838
83	CNN (subtrees)		3.8782984571284564	2.0551791571709046
83	FFNN (subtrees)		4.104358816721353	2.0649956594030536
83	real	0.42937589881303706	4.4566842806853	2.19651795469948
84	real-subtrees	0.8149340958631559	2.3458966181737004	9.268889895149927
84	CNN		2.6237102	9.983325689949462
84	FFNN (subtrees)		2.777652704320248	10.27337997671552
84	FFNN		2.5144	9.75543752794909
84	real	0.8149340958631559	2.3458966181737004	9.268889895149927
84	CNN (subtrees)		2.9425872004992586	10.626241593564293
84	FFNN (on small)		2.4617607999999995	9.65102954892069
85	CNN (subtrees)		1.3667553608807237	10.060069171281961
85	real-subtrees	0.02246722490435	1.29497558165662	9.4556747738858
85	CNN		1.3230389	10.192959984422199
85	real	0.02246722490435	1.29497558165662	9.4556747738858
85	FFNN (subtrees)		1.3681874398428662	10.395294684630173
85	FFNN		1.3114053999999997	9.40333058365765
85	FFNN (on small)		1.3449057	8.28777240942973
86	CNN		2.0781593000000003	9.67780212142695
86	CNN (subtrees)		2.2888046765477403	10.370723298510663
86	real-subtrees	0.439798683669392	2.03486961904977	9.52196589238074
86	FFNN (on small)		2.1215333999999997	9.37906845816287
86	FFNN (subtrees)		2.3737478990974665	10.635861882623637
86	FFNN		2.116025	9.680180375321699
86	real	0.439798683669392	2.03486961904977	9.52196589238074
87	CNN		2.2882545	10.4975585598617
87	FFNN (subtrees)		2.404983758926392	10.767173767089844
87	real-subtrees	0.22541989034175305	1.92385314594272	8.91822709537866
87	CNN (subtrees)		2.553061246871948	11.75957202911377
87	real	0.22541989034175305	1.92385314594272	8.91822709537866
87	FFNN (on small)		2.180675	9.957390399184222
87	FFNN		2.200339	10.1050241530224
88	FFNN (on small)		4.136845	7.0349213026712
88	FFNN		4.345537	7.4563512321636995
88	CNN		4.051825	7.220576087019111
88	FFNN (subtrees)		4.17639536275105	7.1839047589085325
88	CNN (subtrees)		4.038014237853614	7.0555509667504905
88	real	0.103640052870783	4.38918221470642	7.37978892481766
88	real-subtrees	0.103640052870783	4.38918221470642	7.37978892481766
89	real-subtrees	0.117243319269438	2.2636375839235	9.60587470440144
89	CNN		2.2354069	9.696406556047052
89	FFNN		2.2146237	9.56333334847324
89	FFNN (on small)		2.2103617	9.48238882096543
89	CNN (subtrees)		2.3057647268822854	9.940128752525816
89	FFNN (subtrees)		2.3914870556364667	10.177528969785
89	real	0.117243319269438	2.2636375839235	9.60587470440144
90	CNN		2.7541547000000004	4.12203262930748
90	FFNN		2.782731	4.20079400919159
90	FFNN (on small)		2.8188746	4.2001181309905
90	FFNN (subtrees)		2.9505066096782686	4.306271054347357
90	real-subtrees	0.33339317199775	2.80028707472522	4.362349523144
90	real	0.33339317199775	2.80028707472522	4.362349523144
90	CNN (subtrees)		2.831062817573548	4.193183549245199
91	FFNN		4.708216999999999	4.34215083960868
91	FFNN (on small)		4.576677	4.28037816591027
91	FFNN (subtrees)		4.449640067014628	4.092325436325602
91	CNN (subtrees)		4.432029648135496	4.063888007994337
91	CNN		4.7859516	4.3281620191532495
91	real-subtrees	0.5769128776324549	4.49654051513203	4.126049102995779
91	real	0.5769128776324549	4.49654051513203	4.126049102995779
92	FFNN		1.7823254000000002	4.58181024165818
92	CNN		1.7328942999999999	4.51422869224137
92	real-subtrees	0.8598250728218059	1.98188889509126	5.020648059941308
92	real	0.8598250728218059	1.98188889509126	5.020648059941308
92	FFNN (on small)		1.7575313000000001	4.49553260059473
92	CNN (subtrees)		1.842581697384744	4.56718502891781
92	FFNN (subtrees)		1.8236579392905905	4.5650195706539645
93	CNN		4.3395660000000005	6.57047659429691
93	FFNN		4.216858	6.43384238359589
93	CNN (subtrees)		4.16552833791049	6.288569478493817
93	FFNN (on small)		3.9101974999999998	6.04741572156006
93	real-subtrees	0.612805123470545	4.15627346996107	6.21281788361851
93	FFNN (subtrees)		4.097087037450862	6.209978735671854
93	real	0.612805123470545	4.15627346996107	6.21281788361851
94	FFNN (on small)		2.0886893	4.46002299411756
94	CNN (subtrees)		2.051046371459961	4.339620113372804
94	real	0.687970691842994	2.17736573635021	4.8233148187228
94	real-subtrees	0.687970691842994	2.17736573635021	4.8233148187228
94	FFNN (subtrees)		1.96300745010376	4.22422456741333
94	CNN		2.0155234	4.3854044280912
94	FFNN		2.1046705	4.5075716654606195
95	CNN (subtrees)		4.183169638252732	8.657237343989294
95	real-subtrees	0.131247956311846	4.19421120503923	8.44407745862086
95	CNN		4.5535483	9.379816612038631
95	FFNN (on small)		4.294253299999999	8.63814999849899
95	real	0.131247956311846	4.19421120503923	8.44407745862086
95	FFNN		4.5651283	9.22904797299191
95	FFNN (subtrees)		4.3015374190754105	8.692226012350611
96	FFNN (on small)		1.8733151999999997	5.457166162340861
96	real	0.42352274225677294	2.069943420572	6.07867509129844
96	FFNN		1.8447646	5.8369927427252195
96	real-subtrees	0.42352274225677294	2.069943420572	6.07867509129844
96	FFNN (subtrees)		1.8626107365957327	5.923302416290556
96	CNN (subtrees)		1.7885411195456982	5.736691528132982
96	CNN		1.7724268	5.800894028121459
97	CNN (subtrees)		1.8033437426128085	5.467965548811586
97	real-subtrees	0.8062741579053609	1.69890103057587	5.6694457596912
97	real	0.8062741579053609	1.69890103057587	5.6694457596912
97	FFNN (subtrees)		1.707940530614788	5.326986694552191
97	CNN		1.7333298	5.29423620215821
97	FFNN (on small)		1.7094854	5.12721616283659
97	FFNN		1.7108046000000001	5.26982339279301
98	CNN		1.028656	2.89803350691221
98	CNN (subtrees)		1.0650315577971106	2.858399468947222
98	FFNN (on small)		1.0324790000000001	2.51974816552638
98	real	0.064883284747823	1.02387377055372	2.84523392322262
98	FFNN		1.0291649999999999	2.9750122387629503
98	FFNN (subtrees)		1.0479392189393069	2.824082212014632
98	real-subtrees	0.064883284747823	1.02387377055372	2.84523392322262
99	CNN (subtrees)		2.2216090830412205	4.6087920130086895
99	real-subtrees	0.30216059710847604	2.04323846571974	4.19929834612045
99	CNN		2.139812	4.5209740753542995
99	FFNN (on small)		2.0438009999999998	4.23624652093549
99	real	0.30216059710847604	2.04323846571974	4.19929834612045
99	FFNN		2.0722198	4.32786147452047
99	FFNN (subtrees)		2.15524889929179	4.466318605229717
